country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","08-02-2026 09:00:00",17.5316895,78.218939,OZONE,18,19,18
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","08-02-2026 09:00:00",17.585705,78.126199,NO2,14,17,15
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","08-02-2026 09:00:00",17.544899,78.486949,PM2.5,42,60,55
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","08-02-2026 09:00:00",17.544899,78.486949,PM10,67,87,82
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","08-02-2026 09:00:00",24.885261,72.857549,SO2,NA,NA,NA
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","08-02-2026 09:00:00",24.885261,72.857549,CO,22,54,24
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","08-02-2026 09:00:00",29.931624,73.864511,PM10,105,490,196
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","08-02-2026 09:00:00",26.159933,75.780517,PM10,37,135,74
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","08-02-2026 09:00:00",26.159933,75.780517,NH3,6,12,9
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","08-02-2026 09:00:00",25.036360,73.883502,PM10,39,155,87
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","08-02-2026 09:00:00",26.031443,76.359327,PM10,73,458,181
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","08-02-2026 09:00:00",26.031443,76.359327,OZONE,9,173,22
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","08-02-2026 09:00:00",28.108988,75.386577,PM2.5,17,304,81
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","08-02-2026 09:00:00",28.108988,75.386577,PM10,58,298,116
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","08-02-2026 09:00:00",28.108988,75.386577,SO2,4,11,7
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","08-02-2026 09:00:00",17.528544,78.286195,OZONE,24,35,24
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","08-02-2026 09:00:00",17.4559458,78.4332152,NO2,3,99,56
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","08-02-2026 09:00:00",17.417094,78.457437,CO,10,55,35
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","08-02-2026 09:00:00",23.8175497,91.2726974,PM10,25,101,51
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","08-02-2026 09:00:00",23.8175497,91.2726974,NH3,3,4,4
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","08-02-2026 09:00:00",23.8175497,91.2726974,SO2,8,9,8
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","08-02-2026 09:00:00",27.23711,78.01936,PM10,23,116,73
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","08-02-2026 09:00:00",28.685382,77.453839,PM10,110,267,186
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","08-02-2026 09:00:00",28.685382,77.453839,NH3,5,34,9
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","08-02-2026 09:00:00",28.685382,77.453839,CO,14,62,34
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","08-02-2026 09:00:00",28.6603346,77.3572563,NH3,6,14,8
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","08-02-2026 09:00:00",26.730136,83.433859,SO2,37,43,38
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","08-02-2026 09:00:00",28.47272,77.482000,CO,10,133,76
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","08-02-2026 09:00:00",28.47272,77.482000,OZONE,4,88,16
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","08-02-2026 09:00:00",26.766433,80.927299,CO,6,17,14
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","08-02-2026 09:00:00",26.868120,81.005119,NO2,6,9,7
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","08-02-2026 09:00:00",26.906111,80.948222,PM10,31,222,120
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","08-02-2026 09:00:00",26.90723,80.98579,SO2,44,49,45
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","08-02-2026 09:00:00",26.90723,80.98579,OZONE,8,32,11
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","08-02-2026 09:00:00",25.4547,78.6039,PM10,30,134,78
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","08-02-2026 09:00:00",26.428282,80.327067,PM2.5,10,72,41
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","08-02-2026 09:00:00",26.428282,80.327067,NH3,5,5,5
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","08-02-2026 09:00:00",26.509954,80.249612,PM10,58,103,80
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","08-02-2026 09:00:00",26.509954,80.249612,NH3,5,5,5
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","08-02-2026 09:00:00",28.964949,77.278761,NO2,17,31,22
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","08-02-2026 09:00:00",28.359581,79.414455,NO2,2,3,2
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","08-02-2026 09:00:00",28.38910936,79.42963708,PM2.5,28,46,38
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","08-02-2026 09:00:00",27.19865833,78.00598056,OZONE,3,84,18
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","08-02-2026 09:00:00",27.19412,77.96237,NO2,35,36,36
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","08-02-2026 09:00:00",27.19862,77.92066,SO2,16,27,21
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-02-2026 09:00:00",27.1594,78.3953,PM2.5,27,74,52
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-02-2026 09:00:00",27.1594,78.3953,PM10,24,65,45
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-02-2026 09:00:00",27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-02-2026 09:00:00",27.1594,78.3953,SO2,17,20,18
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","08-02-2026 09:00:00",17.429398,78.569354,PM2.5,46,67,55
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","08-02-2026 09:00:00",17.37206,78.50864,NH3,2,3,3
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","08-02-2026 09:00:00",27.106972,78.000111,NO2,15,16,15
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","08-02-2026 09:00:00",27.106972,78.000111,NH3,6,6,6
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","08-02-2026 09:00:00",27.106972,78.000111,CO,14,28,17
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB","08-02-2026 09:00:00",23.549395,87.300496,NO2,27,39,31
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","08-02-2026 09:00:00",22.06047,88.109737,PM10,34,160,90
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","08-02-2026 09:00:00",22.06047,88.109737,NO2,14,54,25
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","08-02-2026 09:00:00",22.629801,88.352017,PM2.5,51,298,144
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","08-02-2026 09:00:00",22.629801,88.352017,OZONE,14,43,15
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","08-02-2026 09:00:00",22.554954,88.292568,NO2,11,64,38
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","08-02-2026 09:00:00",22.554954,88.292568,NH3,1,3,2
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","08-02-2026 09:00:00",22.554954,88.292568,SO2,4,8,6
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","08-02-2026 09:00:00",22.6025571,88.3105664,NH3,5,7,6
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","08-02-2026 09:00:00",22.6025571,88.3105664,SO2,8,82,23
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","08-02-2026 09:00:00",28.849399,78.742362,CO,22,34,28
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","08-02-2026 09:00:00",28.802625,78.753728,OZONE,27,55,28
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","08-02-2026 09:00:00",29.4723508,77.7194031,NO2,33,54,42
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","08-02-2026 09:00:00",29.4723508,77.7194031,NH3,7,11,9
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","08-02-2026 09:00:00",29.4723508,77.7194031,SO2,3,24,11
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","08-02-2026 09:00:00",28.5447608,77.3231257,CO,26,113,37
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","08-02-2026 09:00:00",28.5898,77.3101,PM10,104,173,136
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","08-02-2026 09:00:00",25.262326,82.995408,OZONE,NA,NA,NA
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","08-02-2026 09:00:00",25.32393,82.99687,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","08-02-2026 09:00:00",27.5714090,77.6557570,PM2.5,20,195,57
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","08-02-2026 09:00:00",30.269444,78.044167,PM2.5,33,141,94
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","08-02-2026 09:00:00",30.269444,78.044167,NO2,1,5,2
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","08-02-2026 09:00:00",30.075911,78.2859547,PM10,37,37,37
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","08-02-2026 09:00:00",26.8458805,80.9365541,OZONE,1,31,3
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","08-02-2026 09:00:00",26.83399722,80.8917361,NH3,11,13,11
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","08-02-2026 09:00:00",26.83399722,80.8917361,CO,35,58,45
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","08-02-2026 09:00:00",28.999264,77.7590354,PM10,70,145,111
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","08-02-2026 09:00:00",28.999264,77.7590354,NH3,9,12,11
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","08-02-2026 09:00:00",28.999264,77.7590354,CO,16,44,20
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","08-02-2026 09:00:00",28.9535882,77.7622941,OZONE,39,133,50
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","08-02-2026 09:00:00",22.7605581,88.3617589,NO2,9,54,28
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","08-02-2026 09:00:00",22.7605581,88.3617589,CO,60,106,95
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","08-02-2026 09:00:00",22.7605581,88.3617589,OZONE,2,63,4
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","08-02-2026 09:00:00",23.567923,87.306843,PM10,47,117,96
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","08-02-2026 09:00:00",23.567923,87.306843,NO2,12,82,42
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","08-02-2026 09:00:00",23.5087640,87.3544400,NO2,32,66,48
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","08-02-2026 09:00:00",23.5087640,87.3544400,SO2,4,10,6
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","08-02-2026 09:00:00",30.075911,78.2859547,NH3,25,25,25
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","08-02-2026 09:00:00",23.6979360,86.9443950,SO2,5,14,8
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","08-02-2026 09:00:00",23.6181830,87.1057180,OZONE,4,42,5
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","08-02-2026 09:00:00",23.616515,87.119133,NH3,7,7,7
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","08-02-2026 09:00:00",23.616515,87.119133,OZONE,4,19,5
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","08-02-2026 09:00:00",25.494,81.863,SO2,11,55,41
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","08-02-2026 09:00:00","25.44919916 ","81.82735986 ",NO2,5,5,5
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","08-02-2026 09:00:00",25.3505986,82.9083074,PM10,48,126,79
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","08-02-2026 09:00:00",25.301778,82.996789,NO2,8,8,8
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","08-02-2026 09:00:00",29.063510,77.709723,OZONE,13,99,22
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","08-02-2026 09:00:00",28.88528,78.73880,SO2,23,28,24
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","08-02-2026 09:00:00",29.063510,77.709723,SO2,7,27,13
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","08-02-2026 09:00:00",29.063510,77.709723,CO,2,57,31
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","08-02-2026 09:00:00",22.611968,88.347422,NO2,18,31,24
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","08-02-2026 09:00:00",22.611968,88.347422,NH3,7,20,12
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","08-02-2026 09:00:00",22.611968,88.347422,SO2,13,22,16
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","08-02-2026 09:00:00",22.5687319,88.2797276,PM10,100,403,187
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","08-02-2026 09:00:00",22.5687319,88.2797276,NH3,4,33,11
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","08-02-2026 09:00:00",22.5367507,88.3638022,CO,18,112,87
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","08-02-2026 09:00:00",22.58157048,88.41002457,PM10,65,157,105
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","08-02-2026 09:00:00",22.58157048,88.41002457,SO2,1,10,5
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","08-02-2026 09:00:00",22.49929,88.36917,NO2,22,68,40
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","08-02-2026 09:00:00",22.49929,88.36917,SO2,4,7,5
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","08-02-2026 09:00:00",22.627847,88.380669,PM10,81,216,136
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","08-02-2026 09:00:00",22.51106,88.35142,PM10,55,168,98
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","08-02-2026 09:00:00",22.51106,88.35142,SO2,7,48,18
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","08-02-2026 09:00:00",25.42742023,86.13886079,PM10,53,103,80
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","08-02-2026 09:00:00",25.42742023,86.13886079,NH3,10,11,11
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","08-02-2026 09:00:00",25.42742023,86.13886079,SO2,21,27,24
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","08-02-2026 09:00:00",25.42742023,86.13886079,CO,57,72,66
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","08-02-2026 09:00:00",25.42742023,86.13886079,OZONE,29,140,32
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","08-02-2026 09:00:00",26.80365,84.51954,PM2.5,35,143,82
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","08-02-2026 09:00:00",26.80365,84.51954,NH3,1,1,1
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","08-02-2026 09:00:00",25.251013,86.989001,NO2,6,12,9
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","08-02-2026 09:00:00",25.251013,86.989001,OZONE,12,27,16
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","08-02-2026 09:00:00",25.265194,87.012947,NO2,7,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","08-02-2026 09:00:00",25.265194,87.012947,CO,64,82,74
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","08-02-2026 09:00:00",25.204762,85.514960,SO2,9,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","08-02-2026 09:00:00",25.567520,83.966379,PM2.5,55,77,66
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","08-02-2026 09:00:00",26.446912,91.439057,PM10,NA,NA,NA
India,Assam,Silchar,"Tarapur, Silchar - PCBA","08-02-2026 09:00:00",24.82827,92.79525,SO2,4,6,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-02-2026 09:00:00",26.987634,94.636574,PM10,36,92,61
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-02-2026 09:00:00",26.987634,94.636574,SO2,9,12,10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-02-2026 09:00:00",26.987634,94.636574,OZONE,4,86,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","08-02-2026 09:00:00",26.146529,87.454184,PM2.5,35,207,98
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","08-02-2026 09:00:00",26.146529,87.454184,PM10,30,125,78
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","08-02-2026 09:00:00",26.146529,87.454184,NO2,1,7,3
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","08-02-2026 09:00:00",25.5626095,84.663264,PM10,27,59,41
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","08-02-2026 09:00:00",25.5626095,84.663264,NO2,7,8,7
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","08-02-2026 09:00:00",24.75746,84.366208,PM2.5,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","08-02-2026 09:00:00",24.75746,84.366208,NH3,1,2,2
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","08-02-2026 09:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","08-02-2026 09:00:00",27.308328,84.531742,PM2.5,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-02-2026 09:00:00",25.376776,86.471523,PM10,57,112,73
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-02-2026 09:00:00",25.376776,86.471523,SO2,22,33,29
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","08-02-2026 09:00:00",26.11442,85.39813,PM10,124,205,159
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","08-02-2026 09:00:00",26.11442,85.39813,NO2,26,69,38
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","08-02-2026 09:00:00",26.1403345,85.3650192,PM2.5,92,120,97
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","08-02-2026 09:00:00",25.7808257,84.7446768,NO2,1,2,1
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","08-02-2026 09:00:00",25.7808257,84.7446768,NH3,6,11,9
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","08-02-2026 09:00:00",25.7808257,84.7446768,OZONE,3,6,4
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","08-02-2026 09:00:00",24.7955,84.9994,PM2.5,59,239,129
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","08-02-2026 09:00:00",24.7955,84.9994,OZONE,17,19,18
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","08-02-2026 09:00:00",24.792403,84.992416,OZONE,16,31,25
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","08-02-2026 09:00:00",25.697189,85.245900,OZONE,27,181,41
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","08-02-2026 09:00:00",25.560083,87.553265,NO2,9,10,9
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","08-02-2026 09:00:00",13.204880,79.097889,CO,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","08-02-2026 09:00:00",13.204880,79.097889,OZONE,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","08-02-2026 09:00:00",16.9872867,81.7363176,NO2,9,55,35
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","08-02-2026 09:00:00",13.67,79.35,PM10,80,131,109
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","08-02-2026 09:00:00",13.67,79.35,CO,21,51,34
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","08-02-2026 09:00:00",13.67,79.35,OZONE,17,75,46
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","08-02-2026 09:00:00",13.615387,79.409230,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","08-02-2026 09:00:00",13.615387,79.409230,SO2,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","08-02-2026 09:00:00",27.103358,93.679645,CO,16,44,20
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","08-02-2026 09:00:00",26.071318,91.87488,NO2,3,9,7
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","08-02-2026 09:00:00",26.10887,91.589544,PM10,35,150,91
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","08-02-2026 09:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","08-02-2026 09:00:00",26.349082,92.68449,SO2,9,15,13
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","08-02-2026 09:00:00",25.599486,85.113666,OZONE,5,214,13
India,Bihar,Patna,"Samanpura, Patna - BSPCB","08-02-2026 09:00:00",25.596727,85.085624,PM10,106,139,123
India,Bihar,Patna,"Samanpura, Patna - BSPCB","08-02-2026 09:00:00",25.596727,85.085624,SO2,5,7,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","08-02-2026 09:00:00",25.366336,87.117468,PM10,60,99,77
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","08-02-2026 09:00:00",25.03280,85.41948,NO2,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","08-02-2026 09:00:00",25.03280,85.41948,OZONE,30,36,33
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","08-02-2026 09:00:00",16.536107,80.594233,NH3,4,4,4
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","08-02-2026 09:00:00",16.536107,80.594233,CO,30,32,31
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","08-02-2026 09:00:00",16.536107,80.594233,OZONE,2,21,3
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","08-02-2026 09:00:00",16.486692,80.699436,PM2.5,55,121,65
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","08-02-2026 09:00:00",16.509717,80.612222,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","08-02-2026 09:00:00",16.554731,80.649110,PM2.5,10,76,61
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-02-2026 09:00:00",25.592539,85.227158,PM2.5,9,78,42
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-02-2026 09:00:00",25.592539,85.227158,NO2,15,59,32
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","08-02-2026 09:00:00",25.610369,85.132568,SO2,16,21,18
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","08-02-2026 09:00:00",25.610369,85.132568,OZONE,28,29,29
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","08-02-2026 09:00:00",25.599486,85.113666,NO2,16,33,21
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","08-02-2026 09:00:00",16.5150833,80.5181667,PM2.5,35,223,90
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","08-02-2026 09:00:00",16.5150833,80.5181667,OZONE,1,61,5
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","08-02-2026 09:00:00",14.675886,77.593027,NO2,20,20,20
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","08-02-2026 09:00:00",21.237755,81.705301,PM2.5,25,92,54
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","08-02-2026 09:00:00",22.06631475,83.33820077,PM2.5,18,91,57
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","08-02-2026 09:00:00",22.06631475,83.33820077,NH3,1,2,2
